NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Elmer City town, Washington",284,63750,174000,97,0,3,8,0,0,0,132,53,21485
"Endicott town, Washington",400,46842,130900,166,0,0,0,0,0,0,187,53,21730
"Enetai CDP, Washington",1946,63889,346700,689,0,78,10,0,0,0,793,53,21800
"Entiat city, Washington",914,68000,235400,349,0,27,0,3,3,14,456,53,22010
"Enumclaw city, Washington",12544,91855,358000,3290,175,131,421,238,165,123,5472,53,22045
"Ephrata city, Washington",8348,67153,175700,2487,94,9,222,20,101,46,3386,53,22080
"Erlands Point CDP, Washington",757,96944,428900,262,0,0,0,0,0,0,338,53,22115
"Eschbach CDP, Washington",237,48229,-666666666,69,0,0,0,0,0,0,89,53,22150
"Esperance CDP, Washington",4422,109625,552200,1347,17,19,0,15,7,120,1551,53,22255
"Everett city, Washington",110438,71357,394900,20804,2146,2302,3463,3499,3896,2975,46310,53,22640
"Everson city, Washington",2859,63958,296200,743,29,73,115,4,35,0,1026,53,22745
"Fairchild AFB CDP, Washington",3343,64223,-666666666,510,169,148,0,12,3,22,868,53,22955
"Fairfield town, Washington",556,58281,165600,180,0,0,0,11,0,10,233,53,22990
"Fairwood CDP (King County), Washington",18477,104273,480600,4890,155,73,267,926,569,130,7271,53,23160
"Fairwood CDP (Spokane County), Washington",10059,78696,339700,2520,70,195,88,102,215,219,3929,53,23165
"Fall City CDP, Washington",2187,128224,639600,665,0,25,20,0,9,0,759,53,23200
"Farmington town, Washington",126,51094,243200,81,0,0,0,0,0,0,87,53,23340
"Federal Way city, Washington",99792,72969,384200,19173,1043,425,3764,4409,3673,1489,37881,53,23515
"Felida CDP, Washington",10389,135426,486600,3688,162,0,17,0,0,0,3867,53,23550
"Ferndale city, Washington",14777,77746,366200,3492,100,79,329,267,66,627,5340,53,23620
"Fern Prairie CDP, Washington",1723,109013,383600,431,12,0,0,0,0,0,568,53,23690
"Fife city, Washington",10869,75557,337200,1712,278,31,519,743,468,102,4282,53,23795
"Fife Heights CDP, Washington",1833,119483,441300,537,16,26,4,0,0,0,591,53,23830
"Finley CDP, Washington",5879,77117,257300,949,16,0,0,0,0,61,2058,53,23865
"Fircrest city, Washington",7109,90854,406500,1970,170,10,278,207,192,0,2892,53,23970
"Five Corners CDP, Washington",20428,88441,336600,5998,391,60,124,160,113,50,7196,53,24188
"Fobes Hill CDP, Washington",2798,106364,575400,928,44,23,11,0,0,0,1045,53,24425
"Fords Prairie CDP, Washington",2605,75913,262300,575,0,24,98,30,0,0,981,53,24565
"Forks city, Washington",3373,42772,163400,741,30,0,30,57,124,10,1359,53,24810
"Fort Lewis CDP, Washington",12773,47031,-666666666,624,1777,474,281,374,56,0,3615,53,24915
"Four Lakes CDP, Washington",634,70408,-666666666,242,0,21,0,0,0,0,318,53,25300
"Fox Island CDP, Washington",3534,138175,774300,1366,107,0,13,0,0,0,1519,53,25370
"Frederickson CDP, Washington",21651,93656,343200,5483,739,0,119,23,96,0,7275,53,25475
"Freeland CDP, Washington",1997,78872,404600,1036,46,18,19,0,0,27,1289,53,25510
"Friday Harbor town, Washington",2587,57885,391000,756,99,41,60,119,120,53,1351,53,25615
"Garfield town, Washington",581,54375,158700,200,0,4,5,0,14,7,273,53,26140
"Garrett CDP, Washington",1755,100021,329000,653,0,0,6,0,0,0,706,53,26245
"Geneva CDP, Washington",2437,89904,470600,971,0,48,0,0,0,0,1045,53,26420
"George city, Washington",702,39167,152000,93,6,0,15,0,25,0,278,53,26455
"Gig Harbor city, Washington",11505,96192,574600,2964,234,108,382,202,272,213,4959,53,26735
"Glacier CDP, Washington",188,27778,-666666666,424,0,0,0,0,38,0,479,53,26875
"Gleed CDP, Washington",3184,69861,255300,1119,0,0,0,0,0,0,1252,53,26945
"Glenwood CDP, Washington",288,60625,231800,92,0,5,4,0,0,0,125,53,27225
"Gold Bar city, Washington",2172,77708,308000,588,6,3,0,0,0,0,842,53,27365
"Goldendale city, Washington",3480,39215,157000,1199,35,27,140,38,72,59,1699,53,27435
"Gorst CDP, Washington",294,-666666666,340600,184,0,0,0,0,0,0,184,53,27680
"Graham CDP, Washington",33727,94876,360800,8810,291,10,10,169,56,11,10894,53,27785
"Grand Coulee city, Washington",1121,40893,160300,409,13,38,35,4,13,59,707,53,27855
"Grand Mound CDP, Washington",3642,72566,250300,769,112,96,0,0,0,0,1410,53,27890
"Grandview city, Washington",10894,52500,155400,2100,80,254,126,139,97,25,3321,53,27925
"Granger city, Washington",3603,55625,118400,463,8,11,53,33,17,35,844,53,27960
"Granite Falls city, Washington",4447,75523,385700,1345,0,185,94,12,71,26,1880,53,27995
"Grapeview CDP, Washington",786,99779,342900,653,0,0,0,0,0,0,699,53,28135
"Grayland CDP, Washington",783,26444,226900,625,38,0,0,0,0,0,885,53,28345
"Grays River CDP, Washington",228,54048,194500,63,0,0,0,0,0,0,104,53,28450
"Green Bluff CDP, Washington",304,93646,383300,112,0,0,0,0,0,0,133,53,28590
"Greenwater CDP, Washington",72,-666666666,-666666666,18,0,0,0,0,0,0,41,53,28695
"Hamilton town, Washington",326,54063,238300,136,11,1,0,0,0,0,175,53,29255
"Hansville CDP, Washington",3465,76625,392600,1915,109,0,0,11,0,0,2143,53,29430
"Harrah town, Washington",706,62500,145800,141,5,1,11,5,0,0,227,53,29710
"Harrington city, Washington",437,34095,98300,187,0,0,0,9,0,0,246,53,29745
"Hartline town, Washington",191,78935,158100,110,0,0,0,0,0,0,112,53,29920
"Hat Island CDP, Washington",16,-666666666,-666666666,247,0,0,0,0,0,0,247,53,30030
"Hatton town, Washington",468,78000,-666666666,21,0,0,0,0,0,0,59,53,30060
"Hazel Dell CDP, Washington",21650,64408,336100,5032,799,295,567,481,527,509,9326,53,30305
"Herron Island CDP, Washington",101,73102,-666666666,289,0,0,0,0,0,0,324,53,30690
"High Bridge CDP, Washington",2935,147667,719100,980,56,3,0,0,0,0,1126,53,30750
"Hobart CDP, Washington",7201,123576,712500,2449,14,30,15,0,0,26,2610,53,31495
"Hockinson CDP, Washington",6249,122875,494300,1882,11,39,8,0,0,0,2050,53,31530
"Hogans Corner CDP, Washington",0,-666666666,-666666666,38,0,0,0,0,0,0,38,53,31540
"Home CDP, Washington",1989,78871,332900,654,37,0,0,0,0,0,864,53,31985
"Hoodsport CDP, Washington",110,-666666666,-666666666,139,0,0,0,0,0,0,139,53,32125
"Hoquiam city, Washington",8700,44840,135900,3133,100,151,173,152,35,96,4178,53,32300
"Humptulips CDP, Washington",229,-666666666,168200,42,0,0,0,0,0,0,98,53,32650
"Hunts Point town, Washington",324,250001,2000001,162,1,0,0,0,0,0,163,53,32755
"Ilwaco city, Washington",1725,70282,249100,479,9,41,53,0,0,21,663,53,33000
"Inchelium CDP, Washington",347,58125,133300,107,6,0,0,7,0,0,155,53,33105
"Index town, Washington",156,-666666666,365900,108,0,0,0,0,0,0,110,53,33175
"Indianola CDP, Washington",3538,80469,375500,1543,8,19,0,0,0,0,1693,53,33280
"Ione town, Washington",377,50795,188500,158,0,0,4,10,0,0,217,53,33560
"Issaquah city, Washington",39057,132984,745100,6472,2575,389,760,1464,1801,1658,16917,53,33805
"Jamestown CDP, Washington",398,75357,305400,169,0,0,0,0,0,0,196,53,33890
"Kahlotus city, Washington",125,53438,115000,33,0,2,0,0,0,0,67,53,34575
"Kalama city, Washington",2888,87500,324700,786,38,24,58,42,23,0,1404,53,34645
"Kapowsin CDP, Washington",379,-666666666,336600,46,13,0,0,0,0,0,217,53,34890
"Kayak Point CDP, Washington",1468,108382,524800,504,0,0,0,0,0,0,591,53,34915
"Keller CDP, Washington",207,36667,93900,92,0,0,0,0,0,0,110,53,34960
"Kelso city, Washington",12566,51203,201800,3595,174,331,362,173,172,202,5337,53,35065
"Kendall CDP, Washington",930,39500,241800,240,0,0,0,0,0,0,358,53,35135
"Kenmore city, Washington",23556,121463,656200,6150,320,47,320,278,526,1121,9623,53,35170
"Kennewick city, Washington",83082,64053,262400,19546,793,1115,1755,1980,1989,856,32279,53,35275
"Kent city, Washington",134890,79781,414200,24774,3021,379,2170,4108,6097,2336,48243,53,35415
"Ketron Island CDP, Washington",0,-666666666,-666666666,0,0,0,0,0,0,0,0,53,35450
"Kettle Falls city, Washington",1617,40726,162700,496,11,8,37,69,104,25,793,53,35485
"Key Center CDP, Washington",3408,94095,420000,1358,17,34,10,0,0,0,1655,53,35555
"Keyport CDP, Washington",270,-666666666,548600,125,0,24,8,0,0,51,216,53,35625
"Kingston CDP, Washington",2912,88568,413800,751,80,26,68,129,68,75,1197,53,35870
"Kirkland city, Washington",91656,121998,805600,21935,1956,457,1602,3404,3208,2772,39396,53,35940
"Kitsap Lake CDP, Washington",1964,62143,286300,432,26,29,76,187,14,11,906,53,36010
"Kittitas city, Washington",1394,56908,209900,430,13,0,21,0,0,0,663,53,36045
"Klickitat CDP, Washington",282,45625,153800,137,0,0,0,0,0,0,144,53,36115
"Krupp (Marlin) town, Washington",35,61667,156300,12,0,0,0,0,0,0,17,53,36395
"La Center city, Washington",3471,91375,399700,1114,67,81,17,0,0,0,1321,53,36710
"Lacey city, Washington",52572,75059,310600,13675,1771,885,1093,592,1050,921,21802,53,36745
"La Conner town, Washington",1061,53819,357100,368,14,25,22,16,45,20,577,53,36780
"LaCrosse town, Washington",387,29004,104600,221,5,18,3,4,2,0,286,53,36850
"La Grande CDP, Washington",270,218274,797600,68,0,0,0,0,0,0,68,53,36920
"Lake Bosworth CDP, Washington",980,117083,515000,325,0,17,0,0,0,0,399,53,37077
"Lake Cassidy CDP, Washington",2774,98500,510200,881,12,40,0,0,0,0,1126,53,37100
"Lake Cavanaugh CDP, Washington",276,-666666666,493400,370,0,0,0,0,0,0,370,53,37105
"Lake Forest Park city, Washington",13529,139881,746400,4410,57,116,47,33,157,401,5468,53,37270
"Lake Goodwin CDP, Washington",5019,100440,520500,1923,0,0,0,0,0,0,2130,53,37287
"Lake Holm CDP, Washington",3293,109421,531700,1226,0,0,0,0,0,34,1291,53,37345
"Lake Ketchum CDP, Washington",1373,76328,432100,351,0,0,0,0,0,0,457,53,37415
"Lakeland North CDP, Washington",14161,98075,378100,3695,461,217,44,164,236,0,4927,53,37420
"Lakeland South CDP, Washington",12696,83269,388200,3616,0,0,255,22,86,0,4491,53,37430
"Lake McMurray CDP, Washington",412,79118,225700,181,0,0,0,0,0,0,217,53,37526
"Lake Marcel-Stillwater CDP, Washington",1465,153750,551900,558,0,0,0,0,0,0,558,53,37538
"Lake Morton-Berrydale CDP, Washington",10709,107136,481600,3569,6,0,0,0,0,0,3798,53,37567
"Lake Roesiger CDP, Washington",835,103230,637600,676,0,0,0,0,0,0,689,53,37672
"Lake Shore CDP, Washington",7169,127292,411500,2739,12,10,0,0,0,0,2761,53,37830
"Lake Stevens city, Washington",35135,99296,425500,9943,652,604,445,246,72,140,12428,53,37900
"Lake Stickney CDP, Washington",14733,77700,474400,2510,316,74,205,419,1034,458,5896,53,37917
"Lake Tapps CDP, Washington",12570,119626,505600,4304,117,20,31,0,25,16,4703,53,37920
"Lakeview CDP, Washington",1449,63068,172500,404,30,10,0,0,0,0,500,53,37926
"Lakewood city, Washington",62972,60534,331500,12568,1458,1132,2539,2985,2859,1380,27370,53,38038
"Lamont town, Washington",105,-666666666,62800,34,0,0,0,0,0,0,69,53,38215
"Langley city, Washington",1194,67143,561200,521,44,56,90,16,0,28,779,53,38355
"Larch Way CDP, Washington",4030,112667,607300,1235,27,0,0,82,68,80,1539,53,38420
"Latah town, Washington",180,46563,120800,73,0,0,0,2,0,0,80,53,38495
"Laurier CDP, Washington",0,-666666666,-666666666,0,0,0,0,0,0,0,0,53,38705
"Leavenworth city, Washington",2395,60982,413800,774,0,32,115,121,32,202,1312,53,38845
"Lebam CDP, Washington",120,-666666666,217600,55,9,0,0,0,0,0,70,53,38880
"Lewisville CDP, Washington",2414,107417,562900,740,0,0,0,0,0,0,822,53,39212
"Lexington CDP, Washington",4347,76941,248800,1250,13,14,21,38,0,44,1527,53,39230
"Liberty Lake city, Washington",11647,96169,361000,2868,289,0,136,302,318,154,4577,53,39335
"Lind town, Washington",486,60938,104200,189,0,5,0,0,0,0,215,53,39510
"Lochsloy CDP, Washington",2937,93374,398800,769,8,0,0,0,0,0,1024,53,39860
"Lofall CDP, Washington",2066,103250,382200,857,0,0,0,0,0,0,881,53,39930
"Long Beach city, Washington",1925,41250,246200,861,40,74,46,71,87,241,1730,53,40070
"Longbranch CDP, Washington",4256,66715,278100,1409,15,48,0,0,0,0,2379,53,40105
"Longview city, Washington",37542,53044,239100,10152,530,683,450,1084,1211,696,16719,53,40245
"Longview Heights CDP, Washington",4377,85427,267100,1238,29,61,0,29,0,116,1626,53,40270
"Loomis CDP, Washington",35,70972,269400,26,0,0,0,0,0,0,26,53,40350
"Loon Lake CDP, Washington",809,61731,266900,464,2,0,0,0,0,0,568,53,40385
"Lower Elochoman CDP, Washington",427,114063,281400,108,0,0,0,0,0,0,124,53,40570
"Lyle CDP, Washington",269,26279,189900,220,0,19,0,0,0,0,257,53,40735
"Lyman town, Washington",348,98125,273700,118,2,2,0,0,0,0,145,53,40770
"Lynden city, Washington",15410,78004,394600,3940,317,217,412,227,258,269,5978,53,40805
"Lynnwood city, Washington",38812,67576,492600,7511,565,465,1155,1488,1211,974,15804,53,40840
"Mabton city, Washington",2198,60365,117800,387,16,7,0,0,27,0,571,53,40980
"McChord AFB CDP, Washington",3191,50086,-666666666,186,591,146,0,10,7,3,955,53,41155
"McCleary city, Washington",2181,60221,218400,750,0,16,44,22,13,80,959,53,41225
"Machias CDP, Washington",1239,110972,441800,408,27,0,0,0,0,0,481,53,41470
"McKenna CDP, Washington",498,-666666666,353100,82,0,0,0,0,0,0,136,53,41645
"McMillin CDP, Washington",1077,88438,405700,480,10,7,0,0,0,0,561,53,41785
"Malden town, Washington",197,40455,60000,78,4,0,0,0,0,0,90,53,42275
"Malo CDP, Washington",26,-666666666,-666666666,8,0,0,0,0,0,0,12,53,42310
"Malone CDP, Washington",303,92125,279200,101,0,0,0,0,0,0,134,53,42345
"Malott CDP, Washington",654,-666666666,127800,184,0,0,0,0,0,0,201,53,42380
"Maltby CDP, Washington",11458,151321,670900,3559,51,9,0,0,0,0,3963,53,42415
"Manchester CDP, Washington",5928,91750,376600,2070,11,27,0,0,0,0,2294,53,42450
"Mansfield town, Washington",331,39688,144800,110,0,0,0,24,6,0,175,53,42800
"Manson CDP, Washington",1294,51000,307100,583,23,118,30,0,0,6,1041,53,42835
"Maple Falls CDP, Washington",239,29759,425300,150,0,0,0,0,0,0,150,53,43010
"Maple Heights-Lake Desire CDP, Washington",3370,119400,586900,1139,0,0,0,0,0,0,1290,53,43062
"Maple Valley city, Washington",27643,125092,498100,8048,537,19,232,90,174,35,9350,53,43150
"Maplewood CDP, Washington",5636,115335,533200,2200,75,17,0,0,0,15,2330,53,43255
"Marblemount CDP, Washington",167,-666666666,-666666666,68,0,0,0,0,0,0,86,53,43325
"Marcus town, Washington",158,35000,128800,78,0,0,0,0,0,0,84,53,43395
"Marietta-Alderwood CDP, Washington",3702,70288,367600,779,19,0,119,174,242,0,1710,53,43491
"Marine View CDP, Washington",347,52946,-666666666,90,0,0,0,0,0,0,294,53,43552
"Markham CDP, Washington",144,58813,-666666666,31,0,0,0,0,0,0,81,53,43640
"Marrowstone CDP, Washington",924,81125,489800,547,10,20,0,0,0,0,628,53,43762
"Martha Lake CDP, Washington",22251,116927,564700,4896,401,118,368,424,418,349,7812,53,43815
"Maryhill CDP, Washington",46,-666666666,-666666666,25,0,0,0,0,0,0,65,53,43885
"Marysville city, Washington",69957,89008,384000,19016,1203,852,603,573,848,462,26174,53,43955
"Mattawa city, Washington",3529,45938,40800,139,18,78,64,0,0,8,883,53,44165
"May Creek CDP, Washington",747,61700,192900,196,0,0,0,0,0,0,374,53,44260
"Mead CDP, Washington",7146,73385,276700,1853,51,89,0,0,0,0,2785,53,44480
"Meadowdale CDP, Washington",3065,125441,587100,1013,23,5,53,0,0,0,1094,53,44585
"Meadow Glade CDP, Washington",2606,121130,534600,913,6,0,0,0,0,0,947,53,44620
"Medical Lake city, Washington",4832,76829,248900,1247,21,65,35,44,27,252,1759,53,44690
"Medina city, Washington",2928,208500,2000001,1104,0,5,0,0,0,0,1113,53,44725
"Mercer Island city, Washington",25506,170000,1504500,6993,88,57,10,564,445,900,10565,53,45005
"Mesa city, Washington",729,70781,99200,87,0,0,0,0,0,0,145,53,45180
"Metaline town, Washington",148,66250,166700,78,0,0,0,0,0,0,96,53,45285
"Metaline Falls town, Washington",247,26719,164300,99,8,2,10,4,0,12,214,53,45320
"Methow CDP, Washington",137,-666666666,259400,52,0,0,0,0,0,0,63,53,45355
"Midland CDP, Washington",9448,54852,268700,1797,223,88,368,73,176,100,3404,53,45495
"Mill Creek city, Washington",20665,112072,647800,4623,836,35,199,683,1105,582,8913,53,45865
"Mill Creek East CDP, Washington",25528,161684,637300,6946,579,63,104,123,65,26,7978,53,45870
"Millwood city, Washington",1896,61563,226600,641,27,6,38,59,21,0,792,53,45985
"Milton city, Washington",8501,81690,359400,1731,272,78,168,318,211,110,3447,53,46020
"Mineral CDP, Washington",100,19750,-666666666,122,0,0,0,0,0,0,176,53,46090
"Minnehaha CDP, Washington",11508,88696,327800,3588,157,128,84,184,76,66,4456,53,46125
"Mirrormont CDP, Washington",4196,149479,778400,1565,13,0,0,0,0,0,1620,53,46215
"Moclips CDP, Washington",43,-666666666,-666666666,118,0,0,0,43,0,0,205,53,46405
"Monroe city, Washington",19879,94349,432600,4271,602,161,189,217,214,178,5988,53,46685
"Monroe North CDP, Washington",2037,169375,624600,655,0,0,0,0,0,0,655,53,46725
"Montesano city, Washington",4070,58083,239400,1334,13,39,182,43,9,107,1780,53,46895
"Morton city, Washington",1193,43643,203000,437,0,0,14,45,0,0,558,53,47175
"Moses Lake city, Washington",24764,63828,205100,5804,177,213,403,154,460,569,9492,53,47245
"Moses Lake North CDP, Washington",4796,54323,147100,668,385,306,16,0,16,0,1399,53,47280
"Mossyrock city, Washington",739,35743,141700,131,7,5,2,0,0,0,276,53,47315
"Mountlake Terrace city, Washington",21210,87785,451900,4617,488,269,719,592,868,669,9022,53,47490
"Mount Vernon city, Washington",34824,62706,334700,8272,428,444,880,694,312,697,13090,53,47560
"Mount Vista CDP, Washington",9924,92854,416100,2402,550,102,165,296,184,14,4034,53,47630
"Moxee city, Washington",4303,83596,222200,1261,0,0,0,0,0,0,1261,53,47665
"Mukilteo city, Washington",21409,109738,666300,5270,474,13,170,634,922,420,8552,53,47735
"Naches town, Washington",729,69861,164500,284,24,16,12,5,0,0,367,53,47805
"Napavine city, Washington",1495,74191,253500,474,0,14,19,0,4,0,576,53,47980
"Naselle CDP, Washington",523,50873,-666666666,235,0,0,0,0,0,0,286,53,48015
"Navy Yard City CDP, Washington",2784,65559,225400,749,86,32,9,75,126,100,1229,53,48225
"Neah Bay CDP, Washington",1079,50250,86700,242,0,12,40,0,0,0,419,53,48295
"Neilton CDP, Washington",299,51477,74400,72,0,0,0,0,0,0,117,53,48330
"Nespelem town, Washington",207,46250,82500,50,4,0,2,0,0,0,82,53,48540
"Nespelem Community CDP, Washington",355,65278,145100,80,0,0,0,0,0,0,110,53,48550
"Newcastle city, Washington",12855,139439,888400,3511,264,7,41,116,244,489,5388,53,48645
"Newport city, Washington",2064,38854,164000,471,10,30,53,57,82,33,855,53,48820
"Nile CDP, Washington",118,29224,176600,150,0,0,0,0,0,0,158,53,49030
"Nisqually Indian Community CDP, Washington",624,68125,236000,219,0,3,0,0,0,0,260,53,49193
"Nooksack city, Washington",1397,67109,325400,503,0,17,14,4,0,0,559,53,49275
"Normandy Park city, Washington",6716,113328,715700,2350,12,25,18,59,29,63,2906,53,49415
"North Bend city, Washington",7393,123287,692800,1959,51,101,135,169,56,243,2778,53,49485
"North Bonneville city, Washington",1177,76250,296400,348,5,23,43,0,0,13,487,53,49555
"North Fort Lewis CDP, Washington",6229,60625,-666666666,206,828,69,25,11,0,0,1139,53,49765
"North Lynnwood CDP, Washington",24562,84825,433600,2950,734,92,485,1365,1099,1132,9889,53,49940
"North Omak CDP, Washington",313,40250,-666666666,155,0,0,0,0,0,0,155,53,50007
"Northport town, Washington",252,28173,137500,185,4,4,0,2,0,0,195,53,50045
"North Puyallup CDP, Washington",1846,65250,231700,527,249,0,27,47,0,0,962,53,50115
"North Sultan CDP, Washington",242,101250,354800,67,0,0,0,0,0,0,74,53,50183
"Northwest Stanwood CDP, Washington",85,-666666666,-666666666,60,0,0,0,0,0,0,60,53,50195
"North Yelm CDP, Washington",3708,70529,206600,568,0,0,0,0,0,0,1411,53,50210
"Oakesdale town, Washington",385,56563,140300,154,7,0,0,0,0,0,178,53,50325
"Oak Harbor city, Washington",24267,61261,329500,5347,749,782,943,699,798,339,10317,53,50360
"Oakville city, Washington",674,52917,213000,306,6,0,0,0,0,0,351,53,50430
"Ocean City CDP, Washington",189,78533,233300,202,0,0,0,39,0,0,241,53,50500
"Ocean Park CDP, Washington",1794,60583,216400,1304,20,24,55,30,21,0,1920,53,50535
"Ocean Shores city, Washington",6637,52255,267700,4085,95,122,143,235,59,345,5305,53,50570
"Ocosta CDP, Washington",127,70917,221600,63,0,0,0,0,0,0,100,53,50675
"Odessa town, Washington",899,47019,100000,443,0,0,0,13,0,0,519,53,50745
"Okanogan city, Washington",2990,56667,207600,977,6,9,55,54,0,20,1246,53,50920
"Olympia city, Washington",54579,67975,355100,13088,1169,1083,1106,1718,2074,1622,25225,53,51300
"Omak city, Washington",4869,49063,162100,1379,35,9,72,149,231,0,2067,53,51340
"Onalaska CDP, Washington",548,35156,172900,123,0,0,26,0,0,0,201,53,51410
"Orchards CDP, Washington",28371,81035,334600,7160,138,143,141,529,500,195,9619,53,51795
"Orient CDP, Washington",66,27125,-666666666,37,3,0,0,0,6,0,46,53,51830
"Oroville city, Washington",1694,32083,142700,564,0,30,51,31,57,5,771,53,51970
"Orting city, Washington",8781,97614,336300,2724,45,20,30,0,20,29,2927,53,52005
"Oso CDP, Washington",274,142847,450000,53,0,0,0,0,0,0,75,53,52110
"Othello city, Washington",8470,58450,206300,1703,130,212,142,134,53,111,2558,53,52215
"Otis Orchards-East Farms CDP, Washington",6133,79762,276600,1867,0,0,41,0,0,0,2168,53,52267
"Outlook CDP, Washington",318,-666666666,-666666666,116,0,0,0,0,0,0,116,53,52285
"Oyehut CDP, Washington",14,-666666666,-666666666,52,0,0,0,0,0,0,52,53,52378
"Pacific city, Washington",7130,69095,331200,1369,180,155,313,124,122,0,2441,53,52495
"Pacific Beach CDP, Washington",77,-666666666,-666666666,138,0,77,0,0,0,0,215,53,52530
"Packwood CDP, Washington",141,31384,212000,156,0,0,0,0,0,0,170,53,52600
"Palouse city, Washington",1008,83750,207200,368,3,16,11,5,2,0,493,53,52950
"Parker CDP, Washington",105,43594,154600,31,0,0,0,0,0,0,31,53,53265
"Parkland CDP, Washington",38092,62223,282600,8517,624,438,579,903,1786,705,14969,53,53335
"Parkwood CDP, Washington",7115,76375,327800,1857,51,0,280,338,133,121,2971,53,53440
"Pasco city, Washington",76398,70486,250500,17337,1211,267,1074,639,806,899,23921,53,53545
"Pataha CDP, Washington",70,-666666666,-666666666,22,0,0,0,0,0,0,42,53,53660
"Pateros city, Washington",647,58846,192500,151,0,0,16,6,0,0,256,53,53720
"Peaceful Valley CDP, Washington",3234,41346,168600,647,0,0,0,0,0,0,1163,53,53800
"Pe Ell town, Washington",585,54333,128400,212,0,0,9,3,0,0,287,53,53930
"Picnic Point CDP, Washington",9755,117549,574000,3201,174,242,12,119,25,0,3778,53,54213
"Pine Grove CDP, Washington",84,67721,194300,22,14,0,0,0,0,0,53,53,54405
"Point Roberts CDP, Washington",1210,61447,308400,1767,44,0,0,21,5,0,2021,53,55015
"Pomeroy city, Washington",1387,42644,148500,570,0,12,41,23,8,0,796,53,55120
"Port Angeles city, Washington",19888,53690,253000,7027,182,212,304,240,344,843,9782,53,55365
"Port Angeles East CDP, Washington",3221,55250,266000,1107,27,35,13,14,10,0,1623,53,55400
"Porter CDP, Washington",111,53056,320300,77,0,0,0,0,0,0,98,53,55540
"Port Gamble Tribal Community CDP, Washington",796,77188,-666666666,187,17,2,0,0,3,0,308,53,55612
"Port Hadlock-Irondale CDP, Washington",3503,57375,307000,1055,61,69,26,36,0,0,1599,53,55620
"Port Ludlow CDP, Washington",3046,76885,462000,1495,31,0,75,121,0,0,1786,53,55645
"Port Orchard city, Washington",15315,75766,377700,4208,98,78,233,493,473,165,6165,53,55785
"Port Townsend city, Washington",10002,54907,372600,4429,159,102,172,129,233,307,5881,53,55855
"Poulsbo city, Washington",11652,79248,420800,3016,152,71,181,694,208,293,5099,53,55995
"Prairie Heights CDP, Washington",4610,113214,399800,1379,13,0,0,0,0,0,1703,53,56150
"Prairie Ridge CDP, Washington",12575,89928,325200,3353,47,23,0,0,18,0,4368,53,56170
"Prescott city, Washington",299,50833,131300,96,0,1,0,0,0,0,129,53,56240
"Prosser city, Washington",6061,60927,210100,1659,39,0,44,114,52,144,2419,53,56450
"Puget Island CDP, Washington",1153,56929,226200,439,0,0,0,0,0,0,553,53,56555
"Pullman city, Washington",32968,31992,310800,3673,601,768,998,2510,3051,867,13546,53,56625
"Purdy CDP, Washington",1429,79310,242800,396,15,0,26,23,0,0,618,53,56660
"Puyallup city, Washington",42366,81224,387800,9357,625,610,1201,1386,1739,650,17085,53,56695
"Queets CDP, Washington",145,47188,65000,37,0,1,2,3,0,0,44,53,56905
"Quilcene CDP, Washington",521,52083,291700,182,0,15,20,0,0,0,277,53,56975
"Qui-nai-elt Village CDP, Washington",49,87917,137500,17,0,0,0,0,0,0,17,53,57030
"Quincy city, Washington",7630,63207,216000,1424,85,14,72,0,78,36,2113,53,57115
"Raft Island CDP, Washington",369,188333,745000,223,0,0,0,0,0,0,223,53,57140
"Rainier city, Washington",2772,88036,252500,781,23,9,0,0,0,0,959,53,57220
"Ravensdale CDP, Washington",671,129966,-666666666,153,0,0,0,0,0,0,209,53,57395
"Raymond city, Washington",3035,54375,137800,1051,0,0,40,75,0,62,1371,53,57430
"Reardan town, Washington",545,39861,180800,170,0,22,25,10,0,0,290,53,57465
"Redmond city, Washington",72166,147006,864100,12795,3095,347,1910,2249,2004,1747,30686,53,57535
"Renton city, Washington",105313,84374,474700,21305,2125,1265,2163,3142,3479,2771,41937,53,57745
"Republic city, Washington",1155,42917,158100,374,6,4,37,45,59,6,594,53,57850
"Richland city, Washington",59718,83066,311000,15410,1364,1261,602,1520,882,895,24730,53,58235
"Ridgefield city, Washington",10432,107861,450700,2921,363,142,20,22,0,0,3577,53,58410
"Ritzville city, Washington",1840,49438,125000,703,13,13,0,7,37,39,917,53,58725
"Riverbend CDP, Washington",2377,105672,483100,890,0,0,0,0,0,0,890,53,58742
"Riverpoint CDP, Washington",875,210294,781800,289,0,0,0,0,0,0,304,53,58768
"River Road CDP, Washington",1056,128962,347600,229,20,0,0,0,0,0,280,53,58777
"Riverside town, Washington",436,32132,150000,80,0,2,0,4,0,0,177,53,58795
"Roche Harbor CDP, Washington",651,91500,694800,608,22,9,12,28,13,0,722,53,59075
"Rochester CDP, Washington",6065,83399,308900,1514,74,0,0,51,0,0,2271,53,59110
"Rockford town, Washington",416,57188,179800,181,0,0,4,0,0,0,217,53,59145
"Rock Island city, Washington",1393,50000,182100,278,0,0,0,0,0,0,450,53,59180
"Rockport CDP, Washington",55,-666666666,-666666666,11,0,0,0,0,0,0,11,53,59250
"Rocky Point CDP, Washington",1474,85729,309100,579,0,0,5,0,0,0,704,53,59390
